"","conn_name","region"
"1","1_2","4_6"
"2","1_3","6_7"
"3","1_4","6_6"
"4","1_5","6_7"
"5","1_6","6_7"
"6","1_7","3_6"
"7","1_8","3_6"
"8","1_9","2_6"
"9","1_10","2_6"
"10","1_11","6_7"
"11","1_12","6_6"
"12","1_13","6_7"
"13","1_14","6_7"
"14","1_15","4_6"
"15","1_16","6_6"
"16","1_17","6_6"
"17","1_18","6_6"
"18","1_19","6_6"
"19","1_20","6_6"
"20","1_21","6_6"
"21","1_22","6_6"
"22","1_23","6_7"
"23","1_24","6_6"
"24","1_25","3_6"
"25","1_26","3_6"
"26","1_27","5_6"
"27","1_28","6_6"
"28","1_29","6_6"
"29","1_30","3_6"
"30","1_31","6_6"
"31","1_32","6_6"
"32","1_33","6_7"
"33","1_34","6_7"
"34","1_35","6_7"
"35","1_36","6_6"
"36","1_37","4_6"
"37","1_38","4_6"
"38","1_39","4_6"
"39","1_40","4_6"
"40","1_41","6_7"
"41","1_42","6_7"
"42","1_43","6_7"
"43","1_44","6_7"
"44","1_45","5_6"
"45","1_46","6_6"
"46","1_47","5_6"
"47","1_48","5_6"
"48","1_49","5_6"
"49","1_50","5_6"
"50","1_51","6_7"
"51","1_52","6_7"
"52","1_53","2_6"
"53","1_54","2_6"
"54","1_55","3_6"
"55","1_56","3_6"
"56","1_57","2_6"
"57","1_58","2_6"
"58","1_59","2_6"
"59","1_60","2_6"
"60","1_61","4_6"
"61","1_62","4_6"
"62","1_63","3_6"
"63","1_64","3_6"
"64","1_65","4_6"
"65","1_66","2_6"
"66","1_67","2_6"
"67","1_68","2_6"
"68","1_69","5_6"
"69","1_70","5_6"
"70","1_71","2_6"
"71","1_72","2_6"
"72","1_73","2_6"
"73","1_74","2_6"
"74","1_75","2_6"
"75","1_76","2_6"
"76","1_77","5_6"
"77","1_78","5_6"
"78","1_79","6_7"
"79","1_80","6_7"
"80","1_81","6_7"
"81","1_82","6_6"
"82","1_83","6_7"
"83","1_84","6_7"
"84","1_85","3_6"
"85","1_86","3_6"
"86","1_87","6_7"
"87","1_88","6_7"
"88","1_89","5_6"
"89","1_90","5_6"
"90","1_91","3_6"
"91","1_92","3_6"
"92","1_93","5_6"
"93","1_94","5_6"
"94","1_95","6_7"
"95","1_96","5_6"
"96","1_97","3_6"
"97","1_98","3_6"
"98","1_99","6_6"
"99","1_100","6_6"
"100","1_101","5_6"
"101","1_102","5_6"
"102","1_103","5_6"
"103","1_104","5_6"
"104","1_105","1_6"
"105","1_106","1_6"
"106","1_107","3_6"
"107","1_108","1_6"
"108","1_109","5_6"
"109","1_110","5_6"
"110","1_111","5_6"
"111","1_112","1_6"
"112","1_113","1_6"
"113","1_114","1_6"
"114","1_115","5_6"
"115","1_116","5_6"
"116","1_117","5_6"
"117","1_118","5_6"
"118","1_119","1_6"
"119","1_120","1_6"
"120","1_121","6_7"
"121","1_122","6_7"
"122","1_123","4_6"
"123","1_124","4_6"
"124","1_125","3_6"
"125","1_126","3_6"
"126","1_127","3_6"
"127","1_128","3_6"
"128","1_129","3_6"
"129","1_130","3_6"
"130","1_131","2_6"
"131","1_132","2_6"
"132","1_133","3_6"
"133","1_134","3_6"
"134","1_135","1_6"
"135","1_136","1_6"
"136","1_137","6_6"
"137","1_138","6_6"
"138","1_139","3_6"
"139","1_140","3_6"
"140","1_141","6_7"
"141","1_142","6_6"
"142","1_143","3_6"
"143","1_144","6_7"
"144","1_145","2_6"
"145","1_146","2_6"
"146","1_147","6_6"
"147","1_148","6_6"
"148","1_149","2_6"
"149","1_150","3_6"
"150","1_151","1_6"
"151","1_152","1_6"
"152","1_153","6_7"
"153","1_154","6_7"
"154","1_155","2_6"
"155","1_156","2_6"
"156","1_157","2_6"
"157","1_158","2_6"
"158","1_159","3_6"
"159","1_160","2_6"
"160","1_161","2_6"
"161","1_162","2_6"
"162","1_163","2_6"
"163","1_164","2_6"
"164","1_165","0_6"
"165","1_166","6_6"
"166","1_167","4_6"
"167","1_168","4_6"
"168","1_169","4_6"
"169","1_170","4_6"
"170","1_171","2_6"
"171","1_172","2_6"
"172","1_173","4_6"
"173","1_174","4_6"
"174","1_175","6_7"
"175","1_176","6_7"
"176","1_177","0_6"
"177","1_178","0_6"
"178","1_179","6_7"
"179","1_180","4_6"
"180","1_181","6_7"
"181","1_182","1_6"
"182","1_183","4_6"
"183","1_184","4_6"
"184","1_185","4_6"
"185","1_186","4_6"
"186","1_187","6_7"
"187","1_188","6_7"
"188","1_189","1_6"
"189","1_190","1_6"
"190","1_191","1_6"
"191","1_192","1_6"
"192","1_193","1_6"
"193","1_194","1_6"
"194","1_195","1_6"
"195","1_196","1_6"
"196","1_197","1_6"
"197","1_198","1_6"
"198","1_199","1_6"
"199","1_200","1_6"
"200","1_201","3_6"
"201","1_202","1_6"
"202","1_203","1_6"
"203","1_204","1_6"
"204","1_205","1_6"
"205","1_206","1_6"
"206","1_207","1_6"
"207","1_208","1_6"
"208","1_209","1_6"
"209","1_210","1_6"
"210","1_211","0_6"
"211","1_212","0_6"
"212","1_213","0_6"
"213","1_214","0_6"
"214","1_215","0_6"
"215","1_216","0_6"
"216","1_217","0_6"
"217","1_218","0_6"
"218","1_219","0_6"
"219","1_220","0_6"
"220","1_221","0_6"
"221","1_222","0_6"
"222","1_223","0_6"
"223","1_224","0_6"
"224","1_225","0_6"
"225","1_226","0_6"
"226","1_227","0_6"
"227","1_228","0_6"
"228","1_229","0_6"
"229","1_230","0_6"
"230","1_231","0_6"
"231","1_232","0_6"
"232","1_233","0_6"
"233","1_234","0_6"
"234","1_235","0_6"
"235","1_236","0_6"
"236","1_237","0_6"
"237","1_238","0_6"
"238","1_239","0_6"
"239","1_240","0_6"
"240","1_241","0_6"
"241","1_242","0_6"
"242","1_243","0_6"
"243","1_244","0_6"
"244","1_245","0_6"
"245","1_246","0_6"
"246","2_3","4_7"
"247","2_4","4_6"
"248","2_5","4_7"
"249","2_6","4_7"
"250","2_7","3_4"
"251","2_8","3_4"
"252","2_9","2_4"
"253","2_10","2_4"
"254","2_11","4_7"
"255","2_12","4_6"
"256","2_13","4_7"
"257","2_14","4_7"
"258","2_15","4_4"
"259","2_16","4_6"
"260","2_17","4_6"
"261","2_18","4_6"
"262","2_19","4_6"
"263","2_20","4_6"
"264","2_21","4_6"
"265","2_22","4_6"
"266","2_23","4_7"
"267","2_24","4_6"
"268","2_25","3_4"
"269","2_26","3_4"
"270","2_27","4_5"
"271","2_28","4_6"
"272","2_29","4_6"
"273","2_30","3_4"
"274","2_31","4_6"
"275","2_32","4_6"
"276","2_33","4_7"
"277","2_34","4_7"
"278","2_35","4_7"
"279","2_36","4_6"
"280","2_37","4_4"
"281","2_38","4_4"
"282","2_39","4_4"
"283","2_40","4_4"
"284","2_41","4_7"
"285","2_42","4_7"
"286","2_43","4_7"
"287","2_44","4_7"
"288","2_45","4_5"
"289","2_46","4_6"
"290","2_47","4_5"
"291","2_48","4_5"
"292","2_49","4_5"
"293","2_50","4_5"
"294","2_51","4_7"
"295","2_52","4_7"
"296","2_53","2_4"
"297","2_54","2_4"
"298","2_55","3_4"
"299","2_56","3_4"
"300","2_57","2_4"
"301","2_58","2_4"
"302","2_59","2_4"
"303","2_60","2_4"
"304","2_61","4_4"
"305","2_62","4_4"
"306","2_63","3_4"
"307","2_64","3_4"
"308","2_65","4_4"
"309","2_66","2_4"
"310","2_67","2_4"
"311","2_68","2_4"
"312","2_69","4_5"
"313","2_70","4_5"
"314","2_71","2_4"
"315","2_72","2_4"
"316","2_73","2_4"
"317","2_74","2_4"
"318","2_75","2_4"
"319","2_76","2_4"
"320","2_77","4_5"
"321","2_78","4_5"
"322","2_79","4_7"
"323","2_80","4_7"
"324","2_81","4_7"
"325","2_82","4_6"
"326","2_83","4_7"
"327","2_84","4_7"
"328","2_85","3_4"
"329","2_86","3_4"
"330","2_87","4_7"
"331","2_88","4_7"
"332","2_89","4_5"
"333","2_90","4_5"
"334","2_91","3_4"
"335","2_92","3_4"
"336","2_93","4_5"
"337","2_94","4_5"
"338","2_95","4_7"
"339","2_96","4_5"
"340","2_97","3_4"
"341","2_98","3_4"
"342","2_99","4_6"
"343","2_100","4_6"
"344","2_101","4_5"
"345","2_102","4_5"
"346","2_103","4_5"
"347","2_104","4_5"
"348","2_105","1_4"
"349","2_106","1_4"
"350","2_107","3_4"
"351","2_108","1_4"
"352","2_109","4_5"
"353","2_110","4_5"
"354","2_111","4_5"
"355","2_112","1_4"
"356","2_113","1_4"
"357","2_114","1_4"
"358","2_115","4_5"
"359","2_116","4_5"
"360","2_117","4_5"
"361","2_118","4_5"
"362","2_119","1_4"
"363","2_120","1_4"
"364","2_121","4_7"
"365","2_122","4_7"
"366","2_123","4_4"
"367","2_124","4_4"
"368","2_125","3_4"
"369","2_126","3_4"
"370","2_127","3_4"
"371","2_128","3_4"
"372","2_129","3_4"
"373","2_130","3_4"
"374","2_131","2_4"
"375","2_132","2_4"
"376","2_133","3_4"
"377","2_134","3_4"
"378","2_135","1_4"
"379","2_136","1_4"
"380","2_137","4_6"
"381","2_138","4_6"
"382","2_139","3_4"
"383","2_140","3_4"
"384","2_141","4_7"
"385","2_142","4_6"
"386","2_143","3_4"
"387","2_144","4_7"
"388","2_145","2_4"
"389","2_146","2_4"
"390","2_147","4_6"
"391","2_148","4_6"
"392","2_149","2_4"
"393","2_150","3_4"
"394","2_151","1_4"
"395","2_152","1_4"
"396","2_153","4_7"
"397","2_154","4_7"
"398","2_155","2_4"
"399","2_156","2_4"
"400","2_157","2_4"
"401","2_158","2_4"
"402","2_159","3_4"
"403","2_160","2_4"
"404","2_161","2_4"
"405","2_162","2_4"
"406","2_163","2_4"
"407","2_164","2_4"
"408","2_165","0_4"
"409","2_166","4_6"
"410","2_167","4_4"
"411","2_168","4_4"
"412","2_169","4_4"
"413","2_170","4_4"
"414","2_171","2_4"
"415","2_172","2_4"
"416","2_173","4_4"
"417","2_174","4_4"
"418","2_175","4_7"
"419","2_176","4_7"
"420","2_177","0_4"
"421","2_178","0_4"
"422","2_179","4_7"
"423","2_180","4_4"
"424","2_181","4_7"
"425","2_182","1_4"
"426","2_183","4_4"
"427","2_184","4_4"
"428","2_185","4_4"
"429","2_186","4_4"
"430","2_187","4_7"
"431","2_188","4_7"
"432","2_189","1_4"
"433","2_190","1_4"
"434","2_191","1_4"
"435","2_192","1_4"
"436","2_193","1_4"
"437","2_194","1_4"
"438","2_195","1_4"
"439","2_196","1_4"
"440","2_197","1_4"
"441","2_198","1_4"
"442","2_199","1_4"
"443","2_200","1_4"
"444","2_201","3_4"
"445","2_202","1_4"
"446","2_203","1_4"
"447","2_204","1_4"
"448","2_205","1_4"
"449","2_206","1_4"
"450","2_207","1_4"
"451","2_208","1_4"
"452","2_209","1_4"
"453","2_210","1_4"
"454","2_211","0_4"
"455","2_212","0_4"
"456","2_213","0_4"
"457","2_214","0_4"
"458","2_215","0_4"
"459","2_216","0_4"
"460","2_217","0_4"
"461","2_218","0_4"
"462","2_219","0_4"
"463","2_220","0_4"
"464","2_221","0_4"
"465","2_222","0_4"
"466","2_223","0_4"
"467","2_224","0_4"
"468","2_225","0_4"
"469","2_226","0_4"
"470","2_227","0_4"
"471","2_228","0_4"
"472","2_229","0_4"
"473","2_230","0_4"
"474","2_231","0_4"
"475","2_232","0_4"
"476","2_233","0_4"
"477","2_234","0_4"
"478","2_235","0_4"
"479","2_236","0_4"
"480","2_237","0_4"
"481","2_238","0_4"
"482","2_239","0_4"
"483","2_240","0_4"
"484","2_241","0_4"
"485","2_242","0_4"
"486","2_243","0_4"
"487","2_244","0_4"
"488","2_245","0_4"
"489","2_246","0_4"
"490","3_4","6_7"
"491","3_5","7_7"
"492","3_6","7_7"
"493","3_7","3_7"
"494","3_8","3_7"
"495","3_9","2_7"
"496","3_10","2_7"
"497","3_11","7_7"
"498","3_12","6_7"
"499","3_13","7_7"
"500","3_14","7_7"
"501","3_15","4_7"
"502","3_16","6_7"
"503","3_17","6_7"
"504","3_18","6_7"
"505","3_19","6_7"
"506","3_20","6_7"
"507","3_21","6_7"
"508","3_22","6_7"
"509","3_23","7_7"
"510","3_24","6_7"
"511","3_25","3_7"
"512","3_26","3_7"
"513","3_27","5_7"
"514","3_28","6_7"
"515","3_29","6_7"
"516","3_30","3_7"
"517","3_31","6_7"
"518","3_32","6_7"
"519","3_33","7_7"
"520","3_34","7_7"
"521","3_35","7_7"
"522","3_36","6_7"
"523","3_37","4_7"
"524","3_38","4_7"
"525","3_39","4_7"
"526","3_40","4_7"
"527","3_41","7_7"
"528","3_42","7_7"
"529","3_43","7_7"
"530","3_44","7_7"
"531","3_45","5_7"
"532","3_46","6_7"
"533","3_47","5_7"
"534","3_48","5_7"
"535","3_49","5_7"
"536","3_50","5_7"
"537","3_51","7_7"
"538","3_52","7_7"
"539","3_53","2_7"
"540","3_54","2_7"
"541","3_55","3_7"
"542","3_56","3_7"
"543","3_57","2_7"
"544","3_58","2_7"
"545","3_59","2_7"
"546","3_60","2_7"
"547","3_61","4_7"
"548","3_62","4_7"
"549","3_63","3_7"
"550","3_64","3_7"
"551","3_65","4_7"
"552","3_66","2_7"
"553","3_67","2_7"
"554","3_68","2_7"
"555","3_69","5_7"
"556","3_70","5_7"
"557","3_71","2_7"
"558","3_72","2_7"
"559","3_73","2_7"
"560","3_74","2_7"
"561","3_75","2_7"
"562","3_76","2_7"
"563","3_77","5_7"
"564","3_78","5_7"
"565","3_79","7_7"
"566","3_80","7_7"
"567","3_81","7_7"
"568","3_82","6_7"
"569","3_83","7_7"
"570","3_84","7_7"
"571","3_85","3_7"
"572","3_86","3_7"
"573","3_87","7_7"
"574","3_88","7_7"
"575","3_89","5_7"
"576","3_90","5_7"
"577","3_91","3_7"
"578","3_92","3_7"
"579","3_93","5_7"
"580","3_94","5_7"
"581","3_95","7_7"
"582","3_96","5_7"
"583","3_97","3_7"
"584","3_98","3_7"
"585","3_99","6_7"
"586","3_100","6_7"
"587","3_101","5_7"
"588","3_102","5_7"
"589","3_103","5_7"
"590","3_104","5_7"
"591","3_105","1_7"
"592","3_106","1_7"
"593","3_107","3_7"
"594","3_108","1_7"
"595","3_109","5_7"
"596","3_110","5_7"
"597","3_111","5_7"
"598","3_112","1_7"
"599","3_113","1_7"
"600","3_114","1_7"
"601","3_115","5_7"
"602","3_116","5_7"
"603","3_117","5_7"
"604","3_118","5_7"
"605","3_119","1_7"
"606","3_120","1_7"
"607","3_121","7_7"
"608","3_122","7_7"
"609","3_123","4_7"
"610","3_124","4_7"
"611","3_125","3_7"
"612","3_126","3_7"
"613","3_127","3_7"
"614","3_128","3_7"
"615","3_129","3_7"
"616","3_130","3_7"
"617","3_131","2_7"
"618","3_132","2_7"
"619","3_133","3_7"
"620","3_134","3_7"
"621","3_135","1_7"
"622","3_136","1_7"
"623","3_137","6_7"
"624","3_138","6_7"
"625","3_139","3_7"
"626","3_140","3_7"
"627","3_141","7_7"
"628","3_142","6_7"
"629","3_143","3_7"
"630","3_144","7_7"
"631","3_145","2_7"
"632","3_146","2_7"
"633","3_147","6_7"
"634","3_148","6_7"
"635","3_149","2_7"
"636","3_150","3_7"
"637","3_151","1_7"
"638","3_152","1_7"
"639","3_153","7_7"
"640","3_154","7_7"
"641","3_155","2_7"
"642","3_156","2_7"
"643","3_157","2_7"
"644","3_158","2_7"
"645","3_159","3_7"
"646","3_160","2_7"
"647","3_161","2_7"
"648","3_162","2_7"
"649","3_163","2_7"
"650","3_164","2_7"
"651","3_165","0_7"
"652","3_166","6_7"
"653","3_167","4_7"
"654","3_168","4_7"
"655","3_169","4_7"
"656","3_170","4_7"
"657","3_171","2_7"
"658","3_172","2_7"
"659","3_173","4_7"
"660","3_174","4_7"
"661","3_175","7_7"
"662","3_176","7_7"
"663","3_177","0_7"
"664","3_178","0_7"
"665","3_179","7_7"
"666","3_180","4_7"
"667","3_181","7_7"
"668","3_182","1_7"
"669","3_183","4_7"
"670","3_184","4_7"
"671","3_185","4_7"
"672","3_186","4_7"
"673","3_187","7_7"
"674","3_188","7_7"
"675","3_189","1_7"
"676","3_190","1_7"
"677","3_191","1_7"
"678","3_192","1_7"
"679","3_193","1_7"
"680","3_194","1_7"
"681","3_195","1_7"
"682","3_196","1_7"
"683","3_197","1_7"
"684","3_198","1_7"
"685","3_199","1_7"
"686","3_200","1_7"
"687","3_201","3_7"
"688","3_202","1_7"
"689","3_203","1_7"
"690","3_204","1_7"
"691","3_205","1_7"
"692","3_206","1_7"
"693","3_207","1_7"
"694","3_208","1_7"
"695","3_209","1_7"
"696","3_210","1_7"
"697","3_211","0_7"
"698","3_212","0_7"
"699","3_213","0_7"
"700","3_214","0_7"
"701","3_215","0_7"
"702","3_216","0_7"
"703","3_217","0_7"
"704","3_218","0_7"
"705","3_219","0_7"
"706","3_220","0_7"
"707","3_221","0_7"
"708","3_222","0_7"
"709","3_223","0_7"
"710","3_224","0_7"
"711","3_225","0_7"
"712","3_226","0_7"
"713","3_227","0_7"
"714","3_228","0_7"
"715","3_229","0_7"
"716","3_230","0_7"
"717","3_231","0_7"
"718","3_232","0_7"
"719","3_233","0_7"
"720","3_234","0_7"
"721","3_235","0_7"
"722","3_236","0_7"
"723","3_237","0_7"
"724","3_238","0_7"
"725","3_239","0_7"
"726","3_240","0_7"
"727","3_241","0_7"
"728","3_242","0_7"
"729","3_243","0_7"
"730","3_244","0_7"
"731","3_245","0_7"
"732","3_246","0_7"
"733","4_5","6_7"
"734","4_6","6_7"
"735","4_7","3_6"
"736","4_8","3_6"
"737","4_9","2_6"
"738","4_10","2_6"
"739","4_11","6_7"
"740","4_12","6_6"
"741","4_13","6_7"
"742","4_14","6_7"
"743","4_15","4_6"
"744","4_16","6_6"
"745","4_17","6_6"
"746","4_18","6_6"
"747","4_19","6_6"
"748","4_20","6_6"
"749","4_21","6_6"
"750","4_22","6_6"
"751","4_23","6_7"
"752","4_24","6_6"
"753","4_25","3_6"
"754","4_26","3_6"
"755","4_27","5_6"
"756","4_28","6_6"
"757","4_29","6_6"
"758","4_30","3_6"
"759","4_31","6_6"
"760","4_32","6_6"
"761","4_33","6_7"
"762","4_34","6_7"
"763","4_35","6_7"
"764","4_36","6_6"
"765","4_37","4_6"
"766","4_38","4_6"
"767","4_39","4_6"
"768","4_40","4_6"
"769","4_41","6_7"
"770","4_42","6_7"
"771","4_43","6_7"
"772","4_44","6_7"
"773","4_45","5_6"
"774","4_46","6_6"
"775","4_47","5_6"
"776","4_48","5_6"
"777","4_49","5_6"
"778","4_50","5_6"
"779","4_51","6_7"
"780","4_52","6_7"
"781","4_53","2_6"
"782","4_54","2_6"
"783","4_55","3_6"
"784","4_56","3_6"
"785","4_57","2_6"
"786","4_58","2_6"
"787","4_59","2_6"
"788","4_60","2_6"
"789","4_61","4_6"
"790","4_62","4_6"
"791","4_63","3_6"
"792","4_64","3_6"
"793","4_65","4_6"
"794","4_66","2_6"
"795","4_67","2_6"
"796","4_68","2_6"
"797","4_69","5_6"
"798","4_70","5_6"
"799","4_71","2_6"
"800","4_72","2_6"
"801","4_73","2_6"
"802","4_74","2_6"
"803","4_75","2_6"
"804","4_76","2_6"
"805","4_77","5_6"
"806","4_78","5_6"
"807","4_79","6_7"
"808","4_80","6_7"
"809","4_81","6_7"
"810","4_82","6_6"
"811","4_83","6_7"
"812","4_84","6_7"
"813","4_85","3_6"
"814","4_86","3_6"
"815","4_87","6_7"
"816","4_88","6_7"
"817","4_89","5_6"
"818","4_90","5_6"
"819","4_91","3_6"
"820","4_92","3_6"
"821","4_93","5_6"
"822","4_94","5_6"
"823","4_95","6_7"
"824","4_96","5_6"
"825","4_97","3_6"
"826","4_98","3_6"
"827","4_99","6_6"
"828","4_100","6_6"
"829","4_101","5_6"
"830","4_102","5_6"
"831","4_103","5_6"
"832","4_104","5_6"
"833","4_105","1_6"
"834","4_106","1_6"
"835","4_107","3_6"
"836","4_108","1_6"
"837","4_109","5_6"
"838","4_110","5_6"
"839","4_111","5_6"
"840","4_112","1_6"
"841","4_113","1_6"
"842","4_114","1_6"
"843","4_115","5_6"
"844","4_116","5_6"
"845","4_117","5_6"
"846","4_118","5_6"
"847","4_119","1_6"
"848","4_120","1_6"
"849","4_121","6_7"
"850","4_122","6_7"
"851","4_123","4_6"
"852","4_124","4_6"
"853","4_125","3_6"
"854","4_126","3_6"
"855","4_127","3_6"
"856","4_128","3_6"
"857","4_129","3_6"
"858","4_130","3_6"
"859","4_131","2_6"
"860","4_132","2_6"
"861","4_133","3_6"
"862","4_134","3_6"
"863","4_135","1_6"
"864","4_136","1_6"
"865","4_137","6_6"
"866","4_138","6_6"
"867","4_139","3_6"
"868","4_140","3_6"
"869","4_141","6_7"
"870","4_142","6_6"
"871","4_143","3_6"
"872","4_144","6_7"
"873","4_145","2_6"
"874","4_146","2_6"
"875","4_147","6_6"
"876","4_148","6_6"
"877","4_149","2_6"
"878","4_150","3_6"
"879","4_151","1_6"
"880","4_152","1_6"
"881","4_153","6_7"
"882","4_154","6_7"
"883","4_155","2_6"
"884","4_156","2_6"
"885","4_157","2_6"
"886","4_158","2_6"
"887","4_159","3_6"
"888","4_160","2_6"
"889","4_161","2_6"
"890","4_162","2_6"
"891","4_163","2_6"
"892","4_164","2_6"
"893","4_165","0_6"
"894","4_166","6_6"
"895","4_167","4_6"
"896","4_168","4_6"
"897","4_169","4_6"
"898","4_170","4_6"
"899","4_171","2_6"
"900","4_172","2_6"
"901","4_173","4_6"
"902","4_174","4_6"
"903","4_175","6_7"
"904","4_176","6_7"
"905","4_177","0_6"
"906","4_178","0_6"
"907","4_179","6_7"
"908","4_180","4_6"
"909","4_181","6_7"
"910","4_182","1_6"
"911","4_183","4_6"
"912","4_184","4_6"
"913","4_185","4_6"
"914","4_186","4_6"
"915","4_187","6_7"
"916","4_188","6_7"
"917","4_189","1_6"
"918","4_190","1_6"
"919","4_191","1_6"
"920","4_192","1_6"
"921","4_193","1_6"
"922","4_194","1_6"
"923","4_195","1_6"
"924","4_196","1_6"
"925","4_197","1_6"
"926","4_198","1_6"
"927","4_199","1_6"
"928","4_200","1_6"
"929","4_201","3_6"
"930","4_202","1_6"
"931","4_203","1_6"
"932","4_204","1_6"
"933","4_205","1_6"
"934","4_206","1_6"
"935","4_207","1_6"
"936","4_208","1_6"
"937","4_209","1_6"
"938","4_210","1_6"
"939","4_211","0_6"
"940","4_212","0_6"
"941","4_213","0_6"
"942","4_214","0_6"
"943","4_215","0_6"
"944","4_216","0_6"
"945","4_217","0_6"
"946","4_218","0_6"
"947","4_219","0_6"
"948","4_220","0_6"
"949","4_221","0_6"
"950","4_222","0_6"
"951","4_223","0_6"
"952","4_224","0_6"
"953","4_225","0_6"
"954","4_226","0_6"
"955","4_227","0_6"
"956","4_228","0_6"
"957","4_229","0_6"
"958","4_230","0_6"
"959","4_231","0_6"
"960","4_232","0_6"
"961","4_233","0_6"
"962","4_234","0_6"
"963","4_235","0_6"
"964","4_236","0_6"
"965","4_237","0_6"
"966","4_238","0_6"
"967","4_239","0_6"
"968","4_240","0_6"
"969","4_241","0_6"
"970","4_242","0_6"
"971","4_243","0_6"
"972","4_244","0_6"
"973","4_245","0_6"
"974","4_246","0_6"
"975","5_6","7_7"
"976","5_7","3_7"
"977","5_8","3_7"
"978","5_9","2_7"
"979","5_10","2_7"
"980","5_11","7_7"
"981","5_12","6_7"
"982","5_13","7_7"
"983","5_14","7_7"
"984","5_15","4_7"
"985","5_16","6_7"
"986","5_17","6_7"
"987","5_18","6_7"
"988","5_19","6_7"
"989","5_20","6_7"
"990","5_21","6_7"
"991","5_22","6_7"
"992","5_23","7_7"
"993","5_24","6_7"
"994","5_25","3_7"
"995","5_26","3_7"
"996","5_27","5_7"
"997","5_28","6_7"
"998","5_29","6_7"
"999","5_30","3_7"
"1000","5_31","6_7"
"1001","5_32","6_7"
"1002","5_33","7_7"
"1003","5_34","7_7"
"1004","5_35","7_7"
"1005","5_36","6_7"
"1006","5_37","4_7"
"1007","5_38","4_7"
"1008","5_39","4_7"
"1009","5_40","4_7"
"1010","5_41","7_7"
"1011","5_42","7_7"
"1012","5_43","7_7"
"1013","5_44","7_7"
"1014","5_45","5_7"
"1015","5_46","6_7"
"1016","5_47","5_7"
"1017","5_48","5_7"
"1018","5_49","5_7"
"1019","5_50","5_7"
"1020","5_51","7_7"
"1021","5_52","7_7"
"1022","5_53","2_7"
"1023","5_54","2_7"
"1024","5_55","3_7"
"1025","5_56","3_7"
"1026","5_57","2_7"
"1027","5_58","2_7"
"1028","5_59","2_7"
"1029","5_60","2_7"
"1030","5_61","4_7"
"1031","5_62","4_7"
"1032","5_63","3_7"
"1033","5_64","3_7"
"1034","5_65","4_7"
"1035","5_66","2_7"
"1036","5_67","2_7"
"1037","5_68","2_7"
"1038","5_69","5_7"
"1039","5_70","5_7"
"1040","5_71","2_7"
"1041","5_72","2_7"
"1042","5_73","2_7"
"1043","5_74","2_7"
"1044","5_75","2_7"
"1045","5_76","2_7"
"1046","5_77","5_7"
"1047","5_78","5_7"
"1048","5_79","7_7"
"1049","5_80","7_7"
"1050","5_81","7_7"
"1051","5_82","6_7"
"1052","5_83","7_7"
"1053","5_84","7_7"
"1054","5_85","3_7"
"1055","5_86","3_7"
"1056","5_87","7_7"
"1057","5_88","7_7"
"1058","5_89","5_7"
"1059","5_90","5_7"
"1060","5_91","3_7"
"1061","5_92","3_7"
"1062","5_93","5_7"
"1063","5_94","5_7"
"1064","5_95","7_7"
"1065","5_96","5_7"
"1066","5_97","3_7"
"1067","5_98","3_7"
"1068","5_99","6_7"
"1069","5_100","6_7"
"1070","5_101","5_7"
"1071","5_102","5_7"
"1072","5_103","5_7"
"1073","5_104","5_7"
"1074","5_105","1_7"
"1075","5_106","1_7"
"1076","5_107","3_7"
"1077","5_108","1_7"
"1078","5_109","5_7"
"1079","5_110","5_7"
"1080","5_111","5_7"
"1081","5_112","1_7"
"1082","5_113","1_7"
"1083","5_114","1_7"
"1084","5_115","5_7"
"1085","5_116","5_7"
"1086","5_117","5_7"
"1087","5_118","5_7"
"1088","5_119","1_7"
"1089","5_120","1_7"
"1090","5_121","7_7"
"1091","5_122","7_7"
"1092","5_123","4_7"
"1093","5_124","4_7"
"1094","5_125","3_7"
"1095","5_126","3_7"
"1096","5_127","3_7"
"1097","5_128","3_7"
"1098","5_129","3_7"
"1099","5_130","3_7"
"1100","5_131","2_7"
"1101","5_132","2_7"
"1102","5_133","3_7"
"1103","5_134","3_7"
"1104","5_135","1_7"
"1105","5_136","1_7"
"1106","5_137","6_7"
"1107","5_138","6_7"
"1108","5_139","3_7"
"1109","5_140","3_7"
"1110","5_141","7_7"
"1111","5_142","6_7"
"1112","5_143","3_7"
"1113","5_144","7_7"
"1114","5_145","2_7"
"1115","5_146","2_7"
"1116","5_147","6_7"
"1117","5_148","6_7"
"1118","5_149","2_7"
"1119","5_150","3_7"
"1120","5_151","1_7"
"1121","5_152","1_7"
"1122","5_153","7_7"
"1123","5_154","7_7"
"1124","5_155","2_7"
"1125","5_156","2_7"
"1126","5_157","2_7"
"1127","5_158","2_7"
"1128","5_159","3_7"
"1129","5_160","2_7"
"1130","5_161","2_7"
"1131","5_162","2_7"
"1132","5_163","2_7"
"1133","5_164","2_7"
"1134","5_165","0_7"
"1135","5_166","6_7"
"1136","5_167","4_7"
"1137","5_168","4_7"
"1138","5_169","4_7"
"1139","5_170","4_7"
"1140","5_171","2_7"
"1141","5_172","2_7"
"1142","5_173","4_7"
"1143","5_174","4_7"
"1144","5_175","7_7"
"1145","5_176","7_7"
"1146","5_177","0_7"
"1147","5_178","0_7"
"1148","5_179","7_7"
"1149","5_180","4_7"
"1150","5_181","7_7"
"1151","5_182","1_7"
"1152","5_183","4_7"
"1153","5_184","4_7"
